,lat,lon,uid,aqi,station
81,60.45183,22.26783,13903,16,"Kauppatori 2, Turku, Finland"
82,22.613333333333,113.633125,14513,75,"十八涌, Guangzhou (广州十八涌)"
83,22.9477,113.352,9841,105,"pānyú zhōngxué, Guangzhou (广州番禺中学)"
84,36.888611,120.53,10241,170,"lái xī 2 hào, Laixi City (莱西市莱西2号)"
85,39.518,116.684,688,70,"TCM Medical Material Company, Langfang (廊坊市药材公司)"
86,43.268206,26.938439,10563,-,"Shumen, Bulgaria"
87,44.794262,20.463173,14782,70,"Beograd Franša Deperea, Serbia"
88,46.521944444444,6.6397222222222,2688,44,"Lausanne Cesar Roux, Switzerland"
89,51.463690356811,-0.16671348599481,14625,33,"Wandsworth - Lavender Hill (Clapham Jct), United Kingdom"
90,37.375250486376,-6.0055781213056,8491,38,"Principes, Sevilla, Spain"
91,22.16,113.565,5373,74,"Taipa Grande, Macau (氹仔大潭山 (氣象局總站))"
92,36.952799,116.004522,10371,163,"Xiajin Hotel, Xiajin County (夏津县夏津宾馆)"
93,29.503664,75.467934,11842,146,"Huda Sector, Fatehabad, India"
94,49.735084444444,16.034196944444,2770,28,"Svratouch, Pardubicky, Czech Republic"
95,50.454155,14.374162777778,10507,59,"Steti, Ustecky, Czech Republic"
96,49.358254030411,6.1569656018438,6369,17,"Thionville-Centre, France"
97,64.749531209916,20.960067710639,13982,7,"Skellefteå Kv Pantern, Sweden"
98,37.252581596227,-6.9421874963688,8471,11,"Marismas Del Titan, Huelva, Spain"
99,19.6928,110.3239,5251,63,"Environmental resources monitoring unit, Dinganxian (定安县定安环境资源监察大队)"
100,21.2003445,105.9485439,12964,118,"Bắc Ninh/UBND Yên Phong, Vietnam"
101,23.2775,116.7258,3481,55,"Háojiāngzi, Shantou (汕头濠江子站)"
102,27.6486,106.8906,4320,89,"Zhongzhuang, Zunyi (遵义忠庄)"
103,38.2911,109.7456,11329,55,"世纪广场, Yulin (榆林世纪广场)"
104,39.8261,109.9486,3417,55,"Bayīnmèngkè forest office, Eerduosi (鄂尔多斯巴音孟克林场办事处)"
105,39.747295201654,37.013159745625,8748,50,"Sivas Istasyonkavsagi, Turkey"
106,55.865782,-4.243631,4904,22,"Glasgow Townhead, United Kingdom"
107,24.375277,114.473055,14296,76,"连平连中,  (河源市连平连中)"
108,38.663925811334,29.404965364418,14838,17,"Uşak (Yeni), Turkey"
109,42.220314,20.727926,12406,-,"Prizren, Kosovo"
110,47.044722222222,15.152777777778,2897,42,"Mühlgasse, Ecke Franz Josef-Straße, Austria"
111,48.329445,16.0625,4726,46,"Leopoldgasse, neben Friedhof bei Grottenthalgasse, Austria"
112,52.473192,13.225144,10031,13,"Grunewald (3.5 m), Berlin, Germany"
113,29.645554,91.140856,1568,53,Lhasa (拉萨)
114,44.516242,10.733905,9393,57,"Castellarano, Emilia Romagna, Italy"
115,48.8786111,15.04666667,2816,42,"Thaures, Austria"
116,46.671361,5.550796,6388,-,"Lons-le-Saunier, France"
117,37.89261041333,-4.7623381060863,8462,62,"Lepanto, Cordoba, Spain"
118,22.030726,113.249112,14274,77,"高栏南水,  (珠海市高栏南水)"
119,35.732157,114.293766,5788,161,"yíng bīnguǎn, Hebi (鹤壁迎宾馆)"
120,44.786636353,10.33647728,9391,72,"Montebello, Emilia Romagna, Italy"
121,43.558389,7.005919,6896,69,"Cannes Broussailles, PACA, France"
122,59.749526,10.165301,13451,42,"Backeparken, Drammen, Norway"
123,23.08,114.4053,9852,91,"xià bù héng jiāng sān lù, Huizhou (惠州下埔横江三路)"
124,55.614578,-4.666786,6012,-,"North Ayrshire Irvine High St, United Kingdom"
125,23.3197,113.6172,14482,103,"增城中新, Guangzhou (广州增城中新)"
126,36.27582778,120.01977778,10234,161,"Jiaozhou No. 1, Jiaozhou City (胶州市胶州1号)"
127,27.9164,112.4876,1430,70,"Sháoshān, Xiangtan (湘潭韶山)"
128,34.3155,108.673,14576,158,"Experimental Middle  School, Xianyang (咸阳实验中学)"
129,38.945027343199,38.717219498703,8024,9,"Seyyar 1, Turkey"
130,34.7333333,33.3333333,2945,38,"Zygi Industrial Station, Cyprus (Ζύγι - Βιομηχανικός Σταθμός)"
131,51.092000039729,4.3801035453185,6993,87,"Boom, Belgium"
132,29.902583,121.623651,8533,104,"Wanli International, Ningbo (高新/万里国际)"
133,35.0697,109.0697,4416,165,"Wangyi District Government, Tongchuan (铜川王益区政府)"
134,28.965051,80.182925,13598,-,"Bhimdatta (Mahendranagar), Nepal"
135,55.7296619,21.9292986,3320,33,"Zemaitija, Lithuania"
136,51.93858,4.4307,5294,22,"Oost Sidelinge A13, Rotterdam"
137,60.29678,22.29927,8506,6,"Parainen, Länsi-Turunmaa, Finland"
138,22.2281,113.299,784,72,"Dòumén, Zhuhai (珠海斗门)"
139,29.4822,106.364,1353,161,"Baishiyi, Chongqing (重庆白市驿)"
140,41.9071831,12.4466876,9348,65,"Cipro, Roma, Lazio, Italy"
141,49.870277777778,8.6544444444444,10853,53,"Darmstadt-Hügelstraße, Germany"
142,19.683826,110.34419,7019,68,"Water Company station, Dinganxian (定安县自来水公司站)"
143,24.792403,84.992416,13808,95,"Kareemganj, Gaya, India"
144,36.4942666,59.3352227,10628,77,"Mashin Abzar, Mashhad, Khorasan  Razavi, Iran (ماشین ابزار مشهد خراسان رضوی)"
145,39.839619999472,3.02705,8277,-,"can llompart, Baleares, Spain"
146,43.610386000053,1.4152000002637,12683,91,"Toulouse Port De L Embouchure, France"
147,49.259391666667,17.410560555556,8721,40,"Tesnovice, Zlinsky, Czech Republic"
148,49.4868046,11.7855875,6051,22,"Lohe, Sulzbach-Rosenberg, Germany"
149,48.8686,2.31166,3086,55,"Avenue Des Champs Elysees, Paris"
150,43.4020321,-5.8047419,6707,80,"Lugones Instituto, Asturias, Spain"
151,34.3474,108.935,1396,142,"Economic Development Zone, Xian (西安经开区)"
152,26.4703136,80.3229863,8187,77,"Nehru Nagar, Kanpur, India"
153,54.43951,-7.900328,6033,16,"Lough Navar, United Kingdom"
154,32.7940463,34.989571,5781,83,"Haifa (ישראל,fa)"
155,37.9432869,23.64751053,12529,46,"Pireaus-1, Greece"
156,42.5660721,12.962445,9340,34,"Leonessa, Rieti, Lazio, Italy"
157,50.101666666667,8.5425,10841,44,"Frankfurt-Höchst, Germany"
158,50.075464,8.576305,10842,42,"Frankfurt-Schwanheim, Germany"
159,36.159376577483,-5.3483540223089,8442,23,"La Linea, La Linea De La Concepcion, Spain"
160,45.16329,5.53294,14709,57,"Vercors Rural, France"
161,23.0528,114.4183,812,99,"Henan'an, Huizhou (惠州河南岸)"
162,23.7233,114.6892,7031,93,"Old Town, Heyuan (河源老城)"
163,35.37361111,119.5086111,601,172,"Jinma Industrial Park, Rizhao (日照金马工业园)"
164,25.0492,101.538,7554,109,"City Economic Development Zone, Chuxiong (楚雄州市经济开发区)"
165,21.152875,79.0517531,12444,158,"Opp GPO Civil Lines, Nagpur, India"
166,38.350399,28.516647,13953,48,"Alaşehir, Turkey"
167,42.393470759773,21.092636110422,13642,-,"Prishtine-Build ex Rilindja, Kosovo"
168,51.5993,-0.068218,3179,-,"Haringey Roadside, United Kingdom"
169,22.627392,120.358083,1635,59,"Fengshan, Taiwan (鳳山)"
170,29.14056,75.744941,11855,161,"Urban Estate-II, Hisar, India"
171,47.225578,11.392064,14550,18,"Vill Zenzenhof, ÖAMTC Fahrtechnikzentrum, Handlhofweg 81, Austria"
172,45.75779318439,4.854217317644,3028,90,"Lyon Centre, France"
173,55.843583,-4.037413,8670,13,"North Lanarkshire Kirkshaw, United Kingdom"
174,39.4575,-0.34277777777778,6639,-,"Avd. Francia, València, Valencia, Spain"
175,37.623,114.607,4627,175,"Gaochun County Government, Shijiazhuang (石家庄市高邑县政府)"
176,28.732743,77.118788,10117,85,"Shaheed Sukhdev College of Business Studies, Rohini, Delhi, Delhi, India"
177,36.62625,29.12921,14828,58,"Fethiye, Turkey"
178,45.990147,4.715483,10052,104,"Villefranche Centre, France"
179,51.537799,-0.247793,12503,19,"Brent - John Keble Primary School, United Kingdom"
180,53.322029,-6.267154,5112,32,"Rathmines, Ireland"
181,21.0390377,107.0284572,11781,35,"Quảng Ninh/Yên Mỹ , Vietnam"
182,37.47222222,118.6408333,552,161,"Shènglì hospital, Dongying (东营胜利医院)"
183,29.6475,91.0874,1386,50,"District Monitoring Station, Lhasa (拉萨区监测站)"
184,51.638094,-2.678731,3170,46,"Chepstow A48, United Kingdom"
185,55.994145,37.172252,3336,25,"Zelen_11, Moscow, Moscow, Russia (Зеленоград 11, Москва)"
186,49.644166666667,8.6422222222222,10858,61,"Heppenheim-Lehrstraße, Germany"
187,38.808055556,121.25888889,1264,163,"Lushun, Dalian (大连旅顺)"
188,27.6869,106.9222,4322,104,"Dingzikou, Zunyi (遵义丁字口)"
189,38.722883,35.518705,14815,70,"Melikgazi, Turkey"
190,41.342968,21.562884,14530,61,"Prilep, Macedonia (Прилеп)"
191,54.543516,-6.008608,6342,-,"Lisburn Dunmurry Seymour Hill, United Kingdom"
192,22.6451,114.1871,14342,65,"横岗,  (深圳市横岗)"
193,27.6231,113.8447,7776,76,"Municipal Garage, Pingxiang (萍乡市政府车库)"
194,31.9438,117.266,1295,65,"Luyang District, Hefei (合肥庐阳区)"
195,42.6483638,23.4011233,8084,53,"Druzhba, Sofia, Bulgaria (Дружба, Столична)"
196,40.61107,14.97584,10918,-,"Battipaglia parco fiume, Battipaglia, Campania, Italy"
197,41.38534,2.153822,6669,21,"Barcelona (Eixample), Catalunya, Spain"
198,21.6414,108.3506,7188,68,"dàhǎi huāyuán, Fangchenggang (防城港大海花园)"
199,24.099611,120.677689,1615,63,"Dali, Taiwan (大里)"
200,36.76555556,118.2491667,534,162,"Qilu Petrochemical, Zibo (淄博齐鲁石化)"
201,32.395,111.04194444444,5398,85,"Wudang Mountain , Shiyan, Hubei (十堰武当山)"
202,29.8272,106.379,1345,134,"Jinyun Mountain, Chongqing (重庆缙云山)"
203,35.661083,51.46636,8644,65,"Mahalati, Tehran, Iran"
204,44.829145,10.391537,11823,74,"Bogolese, Emilia Romagna, Italy"
205,49.467273611111,13.837455833333,2727,28,"Kocelovice, Jihocesky, Czech Republic"
206,51.86942,4.58007,5293,27,"Hogeweg, Ridderkerk"
207,59.1593,9.63573,2636,43,"Lensmannsdalen, Grenland, Norway"
208,55.818802,-4.167073,8671,11,"South Lanarkshire Cambuslang, United Kingdom"
209,27.7842,114.3953,7795,70,"City Oil Company, Yichun (宜春市石油公司)"
210,32.301556,118.317107,5878,91,Chuzhou (滁州)
211,25.273566,110.290195,1552,139,Guilin (桂林)
212,49.2144883,18.7691377,3143,21,"Obezna, Zilina, Slovakia"
213,48.3702933,10.8969745,6062,30,"Karlstraße, Augsburg, Germany"
214,51.23089,4.422911,8905,89,"Antwerpen (park Spoor Noord), Belgium"
215,59.198115268359,17.621084005035,13993,5,"Södertälje Turingegatan 26, Sweden"
216,56.45974,-2.970708,9579,4,"Dundee Whitehall Street, United Kingdom"
217,23.711853,120.544994,1622,80,"Douliu, Taiwan (斗六)"
218,22.598902,114.313483,922,65,"Meisha, Shenzhen (盐田区 梅沙街道)"
219,37.994345416614,-5.6668733196776,8497,33,"Sierra Norte, San Nicolas Del Puerto, Spain"
220,39.782222222222,-0.35916666666667,10531,-,"Algar de Palància, Valencia, Spain"
221,56.879881805818,14.799272800062,13997,19,"Växjö Liedbergsgatan 11, Sweden"
222,23.0395,113.105,790,119,"Huicai technical school, Foshan (佛山华材职中)"
223,30.246,120.128,721,95,"Wolong bridge, Hangzhou (杭州市卧龙桥)"
224,35.93,116.455278,10326,152,"Dongping Park Management Committee, Dongping County (东平县东平园区管委)"
225,35.751666,114.301106,5786,164,"Shì jiāojǐng zhīduì, Hebi (鹤壁市交警支队)"
226,40.939552,0.831337,6687,17,"Vandellòs (Barranc del Terme), Catalunya, Spain"
227,43.834404,4.374186,5089,70,"Nîmes Sud, LangedocRoussillon, France"
228,49.7451,4.7192194444443,6813,64,"Charleville-Mézières, Champagne Ardenne, France"
229,36.175388047407,-5.4808245017861,8441,25,"Los Barrios, Spain"
230,43.302652634589,-2.9772399863752,6743,104,"Erandio, País Vasco, Spain"
231,33.626944,119.012222,888,82,"Huaiyin Monitoring Station, Huai'an (淮安淮阴区监测站)"
232,28.6603346,77.3572563,11856,170,"Vasundhara, Ghaziabad, India"
233,28.685382,77.453839,11899,69,"Sanjay Nagar, Ghaziabad, India"
234,55.708638,37.479385,13657,25,"Ochakovskoe-2, Moscow, Moscow, Russia"
235,53.48152,-2.237881,3196,25,"Manchester Piccadilly, United Kingdom"
236,24.829696,113.553278,14269,95,"浈江十里亭,  (韶关市浈江十里亭)"
237,42.891794,20.868936,12401,-,"Mitrovice, Kosovo"
238,43.931418,4.826857,14714,106,"Avignon Rocade CDG, PACA, France"
239,50.859058,12.8683516,11571,19,"Chemnitz-Leipziger Str., Germany"
240,45.14254358,10.04384767,9129,139,"Cremona Fatebenefratelli, Lombardia, Italy"
241,42.856047970536,-2.6677849947145,6715,104,"3 De Marzo, Vitoria-Gasteiz, País Vasco, Spain"
242,22.786211,115.375279,4342,68,Shanwei (汕尾)
243,31.94502,35.8805,14777,-,"US Embassy, Jordan"
244,41.6956788,13.2577285,10909,68,"Ferentino, Frosinone, Lazio, Italy"
245,55.6750137,12.5693995,3317,95,"H.C.Andersens Boulevard, Copenhagen, Denmark"
246,42.481425,-1.6509768,6651,-,"Olite, Navarra, Spain"
247,51.377923,-0.240414,14620,16,"Sutton - Worcester Park, United Kingdom"
248,55.960497,-3.30325,5985,15,"Edinburgh Queensferry Road, United Kingdom"
249,36.054169,120.294134,513,109,"Tuán dǎo, Qingdao (青岛团岛)"
250,38.14,114.502,646,163,"Northwest Water Company, Shijiazhuang (石家庄市西北水源)"
251,24.3702,102.5389,14519,85,"玉溪一中, Yuxi (玉溪玉溪一中)"
252,52.489303,4.640531,5289,20,"West, PNH Beverwijk"
253,51.456357,0.040725,7957,56,"Greenwich - Westhorne Avenue, United Kingdom"
254,60.88364255,11.55930063,13453,24,"Leiret, Elverum, Norway"
255,49.1003,2.34378,5963,53,"Zone Rurale Nord - Saint-martin-du-tertre, Paris"
256,23.0426,120.1547,12593,66,"Yun-Chia-Nan/Tainan City/Chengxili, Taiwan"
257,32.031389,118.803056,829,82,"Ruijin Road , Nanjing (南京瑞金路)"
258,38.039,114.862,4621,151,"Yucheng Experimental School, Shijiazhuang (石家庄市藁城实验学校)"
259,40.21651,116.27603,13334,39,"昌平南邵, Beijing"
260,31.5800521,54.4394291,13894,49,"mohit mehriz , Mehriz, YAZD, Iran (مهریز- محیط زیست مهریز یزد)"
261,43.692637,3.800213,5096,83,"Périurbaine Nord, LangedocRoussillon, France"
262,45.262666665757,1.76283333333,10077,20,"Tulle centre, France"
263,23.1142,114.4103,9853,96,"jiāngběi yún shānxī lù, Huizhou (惠州江北云山西路)"
264,31.58932,34.60969,2974,89,"Jack. Gvaram, Southern Coastal Plain, Israel (ישראל,ק.גברעם, מישור החוף הדרומי)"
265,44.785733927166,20.423583984375,9261,71,"Beograd Oml. brigada, Serbia"
266,36.403333,120.501389,10237,162,"Jimo 2, Jimo City (即墨市即墨2号)"
267,53.126815,23.1563701,6520,72,"Białystok-Miejska, Poland"
268,49.293564,19.960083,3405,31,"Zakopane, Małopolska, Poland"
269,50.358530555555,3.5080446815429,6265,-,"Valenciennes Acacias, Nord-Pas-de-Calais, France"
270,48.156708,16.476051,4737,42,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m), Austria"
271,24.3289,116.1278,14409,93,"梅江月梅,  (梅州市梅江月梅)"
272,35.065556,115.579444,10414,112,"Dingtao Environmental Protection Bureau, Dingtao District (定陶区定陶环保局)"
273,34.7967,114.2886,3728,152,"Shijixing Kindergarden, Kaifeng (开封世纪星幼儿园)"
274,40.914445021563,38.398564257863,8746,84,"Giresun Gemilercekegi, Turkey"
275,40.141102898901,29.977767271164,4138,45,"Bilecik, Turkey"
276,44.670378,10.9623,11826,63,"Tagliati, Emilia Romagna, Italy"
277,61.18892,28.77012,4944,7,"Mansikkala, Imatra, Finland"
278,52.077148,4.289185,4571,30,"Rebecquestraat, Den Haag"
279,52.448011,4.816706,5290,20,"Wagenschotpad, Zaandam"
280,22.08815,82.13737,13742,22,"Mangala, Bilaspur, India"
281,47.69135,13.10815,14552,26,"westlich A10, Brücke Almbach - Brücke Wiestaler Straße, Austria"
282,45.470501,9.19746075,9118,109,"Milano Senato, Lombardia, Italy"
283,37.185681881543,-6.9641365604254,8477,11,"Punta Umbria, Spain"
284,36.676389,117.512778,10245,155,"Zhangqiu Development Zone, Zhangqiu City (章丘市章丘开发区)"
285,52.832222222222,13.821944444444,9573,22,"Eberswalde, Breite Str., Germany"
286,51.535901,5.808593,5280,15,"Klotterpeellaan, De Rips"
287,39.481111111111,-0.40833333333333,6638,-,"Molí del Sol, València, Valencia, Spain"
288,55.874167,-4.294722,5999,12,"Glasgow Byres Road, United Kingdom"
289,34.866111,115.554722,10416,91,"Cao County Cultural Center, Cao County (曹县曹县文化中心)"
290,41.7561,123.535,5218,157,"hún nán dōng lù, Shenyang , Shenyang (沈阳浑南东路)"
291,40.15353,117.0854,13330,42,"平谷新城, Beijing"
292,40.774,114.726,9690,70,"Wanquan Third Junior High School, Zhangjiakou (张家口市万全第三初级中学)"
293,38.31431143455,27.13402954864,4074,75,"Izmir (Gaziemir), Turkey"
294,45.190501042545,5.686973552328,3066,4,"Fontaine Les Balmes, France"
295,51.520225273171,-0.096106047417638,14603,32,"City of London - Beech Street, United Kingdom"
296,38.071,114.069,4631,195,"Jingjing Mining District District Committee Building, Shijiazhuang (石家庄市井陉矿区区委大楼)"
297,30.335165,112.239741,1531,76,Jingzhou (荆州)
298,39.715656,30.617552,13925,19,"Metin Sonmez, Turkey"
299,42.659686000139,21.083111000377,13639,-,"Dardhishtë, Kosovo"
300,51.451176,7.030534,6089,15,"Essen-Ost Steeler Straße, Germany"
301,29.870926,121.534919,6399,89,"Haishu City Monitoring Center, Ningbo (海曙/市监测中心)"
302,39.4699,75.9771,7240,129,"wú bàn, Kashi (喀什地区吾办)"
303,31.60633,34.7607,11910,108,"Kiryat Gat, Southern Coastal Plain, Israel (ישראל,קריית גת, מישור החוף הדרומי)"
304,42.553888888889,18.284721888889,12482,39,"Zračna luka Dubrovnik, Croatia"
305,36.675,114.218,9833,127,"Wu'an Yizhong, Handan (邯郸市武安一中)"
306,22.67953,106.215361,13688,41,"Cao Bằng/Phường Đề Thám , TP. Cao Bằng, Vietnam"
307,29.5186,106.54,1350,155,"Nanping, Chongqing (重庆南坪)"
308,52.290915,21.042459,3391,15,"Targówek, Warszawa, Mazowieckie, Poland"
309,50.069308,20.053492,3403,63,"Nowa Huta, Kraków, Małopolska, Poland"
310,48.572788889572,7.7678495630617,14099,76,"Strasbourg_neudorf, GrandEst, France"
311,47.194146999964,-1.581678,14091,66,"Trentemoult, Rezé, Loire, France"
312,35.474806,117.656622,10351,97,"Pingyi Development Zone, Pingyi County (平邑县平邑开发区)"
313,37.687024,112.752695,3543,85,Jinzhong (晋中)
314,43.552883,27.833081,10565,-,"Dobrich - OU Han Asparuh, Bulgaria"
315,45.274740787783,6.349606838506,3042,14,"Saint-Jean De Maurienne, France"
316,63.84549728484,15.319730335478,10521,32,"Bredkälen, Sweden"
317,47.64892,-2.76399,5019,58,"Université Tous Ages, Vannes, France"
318,51.52403,6.748363,6084,17,"Duisburg-Walsum, Germany"
319,27.6178,113.865,7778,109,"Anyuan District Government, Pingxiang (萍乡安源区政府)"
320,29.5867,115.9936,3645,68,"Lushan Mountain Observatory, Jiujiang (九江庐山气象台)"
321,41.1222,121.1178,5243,175,"tianan street, Jinzhou , Jinzhou (锦州天安街道)"
322,33.8471,109.9643,9889,80,"Shangzhou District Middle School, Shangluo (商洛商州区中学)"
323,34.00585,71.53775,11791,61,"Peshawar US Consulate, Pakistan"
324,48.5805792,19.9537932,3117,34,"Hlavna, Hnusta, Slovakia"
325,49.601463333333,17.238073333333,2787,53,"Olomouc-Hejcin, Olomoucky, Czech Republic"
326,50.981061111111,2.1431692591675,5015,-,"drire, Gravelines Pc, Nord-Pas-de-Calais, France"
327,22.8693,112.844,793,112,"Gāomíng kǒngtáng, Foshan (佛山高明孔堂)"
328,26.9258,112.6194,7818,97,"Hengyang Chemical Plant, Hengyang (衡阳衡阳化工总厂)"
329,30.8217,106.1031,3627,104,"Refinery Factory, Nanchong (南充南充炼油厂)"
330,29.5467,103.7705,9876,155,"花湖湾, Leshan (乐山花湖湾)"
331,31.330109,48.669685,13269,158,"Ahvaz governor, Ahvaz, Khouzestan, Iran (اهواز - استانداری اهواز خوزستان)"
332,41.65914,26.53732,8150,85,"Edirne Karaagac, Turkey"
333,49.8977123,10.8873264,6053,23,"Löwenbrücke, Bamberg, Germany"
334,31.247222,120.561389,834,122,"Shangfang hill , Suzhou (苏州上方山)"
335,25.697189,85.2459,12818,285,"Industrial Area, Hajipur, India"
336,40.385609802036,36.082796852015,8023,69,"Turhal, Turkey"
