,lat,lon,uid,aqi,station
76,49.573394722222,15.080278333333,2773,32,"Kosetice, Vysocina, Czech Republic"
77,40.955555555556,-4.110555555556,10825,33,"Segovia II, Spain"
78,23.115097,120.297142,1629,78,"Shanhua, Taiwan (善化)"
79,31.329075,121.522236,10199,104,"Yangpu New Jiangwan City, Shanghai (杨浦新江湾城)"
80,29.286111,108.155833,9247,124,"hé bǎo jiē, Chongqing (重庆河堡街)"
81,30.4576,106.6303,7002,177,"Municipal party committee, Guangan (广安市委)"
82,39.428042,29.969711,12526,24,"Kentpark, Turkey"
83,50.279333,18.655764,6539,12,"Gliwice, ul. Mewy 34, Poland"
84,27.814833333333,-15.425472222222,14167,29,"ITC, Canarias, Spain"
85,25.05,121.578611,1600,38,"Songshan, Taiwan (松山)"
86,22.62526,114.141346,14431,72,"布吉子站, Shenzhen (龙岗区 布吉街道)"
87,22.797689,113.854874,14474,65,"燕山学校, Shenzhen (宝安区 燕罗街道)"
88,30.928333333333,113.91555555556,5410,132,"wenhua street, Shenyang , Xiaogan, Hubei (孝感文化路)"
89,32.970171,112.502907,5805,159,"hàn huà guǎn, Nanyang (南阳汉画馆)"
90,23.1478,109.5681,7192,158,"dé zhì gāozhōng, Guigang (贵港德智高中)"
91,30.7819,111.3296,4855,122,"Yílíng district, Yichang (宜昌夷陵区)"
92,49.1003,2.34378,5963,30,"Zone Rurale Nord - Saint-martin-du-tertre, Paris"
93,55.976262,-3.163964,11656,-,"Edinburgh Tower Street, United Kingdom"
94,37.234,115.03,5631,161,"Julu Administrative Service Center, Xingtai (邢台市巨鹿行政服务中心)"
95,37.0309612,27.9716963,14830,120,"Milas Ören, Turkey"
96,43.28778,5.400556,10549,28,"Station Mobile Meyreuil, PACA, France"
97,48.584835277494,6.4835814681773,6374,51,"Rue Saint-Maur, Lunéville-D31, France"
98,49.337451459193,6.082174732937,7662,3,"Marspich, Vallée de la Fensch, France"
99,51.097638,6.469463,6097,12,"Jüchen-Hochneukirch, Germany"
100,48.783,20.987,3121,68,"Kojsovska Hola, Slovakia"
101,60.462665,5.332447,12710,10,"Asane, Bergen, Norway"
102,53.458994,-2.005694,9049,17,"Tameside Mottram Moor, United Kingdom"
103,49.8398475,18.289976111111,2799,32,"Ostrava-Ceskobratrsk, Moravskoslezsky, Czech Republic"
104,58.972648854584,5.7264978609344,14668,11,"Vagen, Stavanger, Norway"
105,29.280377,106.279297,11800,168,"四牌坊小学, Chongqing (重庆四牌坊小学)"
106,45.181330555556,14.101011111111,5154,-,"Čambarelići, Croatia"
107,46.678611111111,12.974444444444,2934,25,"Kreuth 8b, Josef Zobernig, Austria"
108,23.029,113.0974,14379,78,"五峰,  (佛山市五峰)"
109,37.42276743,121.5068398,562,82,"China Agricultural University, Yantai (烟台中国农业大学)"
110,36.952799,116.004522,10371,169,"Xiajin Hotel, Xiajin County (夏津县夏津宾馆)"
111,37.75257,27.41141,14806,95,"Söke, Turkey"
112,40.76811,29.93812,8166,102,"Kocaeli Izmit, Turkey"
113,44.475808472535,20.30891418457,14563,93,"Veliki Crljeni, Serbia"
114,48.1591812,17.1275135,3108,30,"Trnavske Myto, Bratislava, Slovakia"
115,52.467534,13.441654,10036,25,"Neukölln-Silbersteinstr., Berlin, Germany"
116,38.635555555556,-8.6905555555556,8378,-,"Fernando Pó, Palmela, Portugal"
117,23.415,111.2353,7184,155,"CPPCC Building, Wuzhou (梧州龙圩)"
118,27.72,106.9178,4318,95,"Gantianba, Zunyi (遵义干田坝)"
119,35.80749123,50.9884444,11252,123,"Farhangsara, Karaj, Alborz, Iran (فرهنگسرا کرج کرج البرز)"
120,45.764947222222,16.006469444444,5152,69,"Zagreb-3, Croatia"
121,39.458055555556,-0.37666666666667,6637,-,"Pista de Silla, València, Valencia, Spain"
122,33.599194,119.056789,884,194,"Bochi montain, Huai'an (淮安钵池山)"
123,34.276111,117.166944,851,158,"Yellow river new village , Xuzhou (徐州黄河新村)"
124,41.8336,123.542,5216,147,"Tanglin Road , Shenyang , Shenyang (沈阳东陵路)"
125,41.316388888889,-4.909166666667,10827,31,"Medina del Campo, Valladolid, Spain"
126,44.84135998455,-0.650994740376,5058,57,"Mérignac, Aquitaine, France"
127,24.810403,113.597522,1538,109,Shaoguan (韶关)
128,34.896756,108.945233,1570,157,Tongchuan (铜川)
129,34.35111111039,107.38861110022,3429,187,"Chencang EPA compound, Baoji (宝鸡陈仓区环保局家属楼)"
130,36.061255,103.834377,1575,104,Lanzhou (兰州)
131,37.16903524243,37.542481608689,13926,83,"Gaziantep Atapark Yaygınlaştırma, Turkey"
132,50.88796,5.970496,4575,28,"Looierstraat, Heerlen"
133,53.246535,6.608937,6333,33,"Nijensteinheerd, Groningen"
134,21.64168,110.662698,14328,76,"化州博龙,  (茂名市化州博龙)"
135,23.0395,113.105,790,68,"Huicai technical school, Foshan (佛山华材职中)"
136,27.700063,111.993497,7910,137,Loudi (娄底)
137,48.3702933,10.8969745,6062,27,"Karlstraße, Augsburg, Germany"
138,22.554044,114.119991,14446,68,"桂园子站, Shenzhen (罗湖区 桂园街道)"
139,35.741111,119.215556,10337,-,"Wulian Lianhai, Wulian County (五莲县五莲莲海学)"
140,39.641,118.185,652,200,"Commodities Bureau, Tangshan (唐山市物资局)"
141,27.103358,93.679645,13802,107,"Naharlagun, Naharlagun, India"
142,25.3505986,82.9083074,8189,71,"Ardhali Bazar, Varanasi, India"
143,45.823716666667,16.035825,5161,80,"Zagreb-2, Croatia"
144,49.394291908874,6.2014734675108,7751,-,"Garche, Thionville-Nord, France"
145,37.267250905777,-6.9190465531998,8479,37,"Romeralejo, Huelva, Spain"
146,31.114301,121.574951,10185,102,"Pudong Zhoupu, Shanghai (浦东周浦)"
147,41.1442,123.0485,5234,107,"tàipíng, Anshan , Anshan (鞍山太平)"
148,31.048333333333,112.20138888889,6956,112,"Zhuyuan primary school, Jingmen, Hubei (荆门竹园小学)"
149,41.101315,29.024493,9562,125,"Maslak, Turkey"
150,49.644166666667,8.6422222222222,10858,44,"Heppenheim-Lehrstraße, Germany"
151,22.2033,112.3425,14337,87,"北郊,  (江门市北郊)"
152,21.2003445,105.9485439,12964,167,"Bắc Ninh/UBND Yên Phong, Vietnam"
153,34.36198,107.237974,1571,187,Baoji (宝鸡)
154,37.844484,32.513335,14819,50,"Karatay (SunayPark), Turkey"
155,47.316667,25.133333,6856,28,"Comuna Poiana Stampei, Poiana Stampei, Romania"
156,23.6442,112.7434,14356,89,"龙川细坳,  (河源市龙川细坳)"
157,36.586389,116.238889,10387,169,"Muping Environmental Protection Bureau, Luanping County (茌平县茌平环保局)"
158,37.623,114.607,4627,189,"Gaochun County Government, Shijiazhuang (石家庄市高邑县政府)"
159,30.232706,49.710774,10603,129,"Hendijan, Khouzestan, Iran (هندیجان خوزستان)"
160,47.81905277782,7.5679138888253,6166,93,"Neuenburg, Germany"
161,45.60827687874,5.270873912724,7739,-,"Bourgoin-Jallieu, France"
162,50.427502777777,2.8380194444441,11678,-,"Lens Varsovie, Nord-Pas-de-Calais, France"
163,53.286763,-6.173349,14649,16,"Deansgrange, Co. Dublin, Ireland"
164,29.53,106.49,9208,152,"xiē táizi, Chongqing (重庆歇台子)"
165,49.467857222222,17.114725,2789,25,"Prostejov, Olomoucky, Czech Republic"
166,45.50062,6.51037,14708,66,"Aigueblanche, France"
167,47.325745,5.041056,11955,-,"Tremouille, France"
168,32.0425,120.810833,846,91,"Zilang school, Nantong (南通紫琅学院)"
169,37.373611,120.398611,10278,99,"Zhaoyuan EPA, Zhaoyuan City (招远市招远环保局)"
170,23.0944,109.6014,7194,167,"guì chéngzi zhàn, Guigang (贵港贵城子站)"
171,22.8322,100.9817,14518,-,"Puer No2 middle school, Pu'er (普洱普洱第二中学)"
172,28.967881387242,-13.555845600669,6781,20,"Ciudad Deportiva-Arrecife, Canarias, Spain"
173,21.0357507,106.7641068,11778,39,"Quảng Ninh/UBND TP Uông Bí, Vietnam"
174,37.4925,117.490556,10404,157,"Huimin Wusheng Park, Huimin County (惠民县惠民武圣园)"
175,29.587869,106.215342,9874,170,"剑山路, Chongqing (重庆剑山路)"
176,25.366336,87.117468,13804,166,"Mariam Nagar, Purnia, India"
177,63.67912,22.71837,4931,11,"Bottenviksvägen, Pietarsaari, Finland"
178,52.172033,22.282236,3397,72,"Konarskiego, Siedlce, Mazowieckie, Poland"
179,53.333691,-6.350796,14768,-,"Kylemore, Dublin 10, Ireland"
180,24.8978,118.5972,3423,91,"Jīntóu bù, Quanzhou (泉州津头埔)"
181,35.44277778,116.5963889,580,159,"Agricultural School, Jining (济宁农业学校)"
182,34.3497,107.2058,4413,170,"University of Arts, Baoji (宝鸡文理学院)"
183,47.9176056,106.9373611,8083,170,"Bukhiin Urguu, Ulaanbaatar"
184,61.11709,28.49849,4946,2,"Joutsenon keskusta, Lappeenranta, Finland"
185,59.749526,10.165301,13451,7,"Backeparken, Drammen, Norway"
186,28.499727,77.267095,10110,127,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India"
187,48.9200933,20.8859343,3144,78,"SNP, Krompachy, Slovakia"
188,48.216739444444,16.380918055556,2860,34,"Ecke Taborstraße - Glockengasse, Austria"
189,48.278888888889,14.365833333333,2877,59,"Altau, Freizeitpark, Am See 2, Austria"
190,22.716942,112.932823,14216,70,"鹤山花果山,  (江门市鹤山花果山)"
191,31.231002,121.452066,10189,99,"Jing'an Qiyi Middle School, Shanghai (静安七一中学)"
192,43.8303,87.5801,1413,321,"Monitoring station, Wulumuqi (乌鲁木齐监测站)"
193,45.7747254,4.8986121,7744,32,"Lyon Peripherique, France"
194,51.88786,4.38881,5383,26,"Soetemanweg, Pernis"
195,59.316006853996,18.057807343668,7864,26,"Stockholm Södermalm, Sweden"
196,23.707909,86.41467,11292,105,"Tata Stadium, Jorapokhar, India"
197,31.804381,34.655314,5785,84,"Ashdod (ישראל,dod)"
198,45.038544,9.669349,9387,76,"Parco Montecucco, Emilia Romagna, Italy"
199,43.245553729819,-2.960475856567,6734,35,"Arraiz, Bilbao, País Vasco, Spain"
200,39.32815,117.8165667,714,207,"Guangming Road, Tianjin (天津光明路)"
201,48.3018,4.0771888888889,6810,27,"La Tour, Troyes, Champagne Ardenne, France"
202,51.849479,-8.297432,14212,2,"Cork Harbour, Ireland"
203,24.094,120.6464,12596,85,"Central/TaiChung City/Wurih, Taiwan"
204,26.582347,101.718637,1557,139,Panzhihua (攀枝花)
205,35.5657,53.3962278,12830,102,"Semnan - Imam Sq, Semnan, Iran (سمنان  سمنان)"
206,38.455845,27.109213,4076,53,"Izmir (Karsiyaka), Turkey"
207,50.87698333,18.41687778,6801,29,"Olesno, Poland"
208,54.031129,19.03278,6568,22,"Malbork, Poland"
209,51.45617,0.634889,3207,65,"Rochester Stoke, United Kingdom"
210,22.2294,113.495,786,65,"Qiánshān, Zhuhai (珠海前山)"
211,22.818373,113.953609,14422,68,"新湖, Shenzhen (光明区 新湖街道)"
212,32.571388888889,110.88388888889,5401,112,"tiě èr chù, Shiyan, Hubei (十堰铁二处)"
213,56.14383056,93.11350833,13055,4,"Kubekovo, Krasnoyarsk, Russia (Красноярск-Кубеково)"
214,25.892357,86.590325,13801,170,"Police Line, Saharsa, India"
215,32.84673,59.224007,10615,33,"Birjand, Khorasan Jonoubi, Iran (بیرجند- اداره کل  بیرجند خراسان جنوبی)"
216,32.629484,51.6357453,10620,66,"Roudaki, Isfahan, Iran (رودکی اصفهان)"
217,50.126528,14.384639,2714,31,"Pha6-Suchdol, Prague, Czech Republic"
218,45.753581276814,5.07230131917,3025,79," Saint Exupery, Est Lyonnais , France"
219,23.55473,115.465181,14303,78,"五华水寨,  (梅州市五华水寨)"
220,37.739,115.69,691,161,"Hengshui City EPB, Hengshui (衡水市衡水市环保局)"
221,41.1556,122.0247,3496,129,"BDA, Panjin (盘锦开发区)"
222,23.8175497,91.2726974,14139,232,"Bardowali, Agartala, India"
223,50.502716343235,4.9884229545828,3000,26,"Vezin, Belgium"
224,30.790032,121.193091,10211,-,"jīnshān lángxià, Shanghai (金山廊下)"
225,28.52123,76.37138,12741,17,"MD University, Rohtak, India"
226,46.425815,15.881421,13351,63,"Ptuj, Slovenia"
227,50.876179,6.873818,6095,26,"Hürth, Germany"
228,36.996785389472,-1.8953527595429,8436,14,"Pza. Del Castillo, Carboneras, Spain"
229,55.919596,-4.333505,5978,25,"East Dunbartonshire Bearsden, United Kingdom"
230,22.739964,113.825633,14424,68,"沙井街道办（壆岗小学）, Shenzhen (宝安区 沙井街道)"
231,47.913429,106.997907,4848,175,"Amgalan, Ulaanbaatar (Амгалан)"
232,59.364259585467,17.976278122934,13988,32,"Sundbyberg Tulegatan 9, Sweden"
233,25.02726,121.309392,13051,59,"North/CPC Taoyuan Refinery F1, Taiwan"
234,28.4088421,77.3099081,8672,-,"Sector16A Faridabad, Faridabad, India"
235,29.31773052,47.93243708,13302,128,"Al-Shuwaikh, Kuwait (الشويخ)"
236,53.094459,-7.908588,13364,75,"Birr, Co. Offaly, Ireland"
237,23.7569,114.6778,7030,87,"yuán xī, Heyuan (河源源西)"
238,28.6844,115.931,1312,159,"Provincial Station, Nanchang (南昌省站)"
239,37.43138889,118.6672222,546,169,"City EPA, Dongying (东营市环保局)"
240,38.520089,102.188043,1576,80,Jinchang (金昌)
241,19.645324,77.6345232,8682,161,"Chandrapur, Chandrapur, India"
242,40.7693,30.4099,8170,156,"Sakarya Merkez, Turkey"
243,41.883706,12.3337009,9349,53,"Malagrotta, Roma, Lazio, Italy"
244,61.1704554,28.7720669,5720,23,Imatra
245,23.239108333333,113.2885,14488,80,"白云嘉禾, Guangzhou (广州白云嘉禾)"
246,34.596544,119.221282,1491,154,Lianyungang (连云港)
247,39.0511,121.7769,1266,107,"BDA, Dalian (大连开发区)"
248,36.790556,119.944722,10238,107,"Pingdu No. 1, Pingdu City (平度市平度1号)"
249,38.216405,48.29507,12663,33,"Ardabil, Iran (اردبیل)"
250,41.7702662,12.2366768,10911,34,"Fiumicino Villa Guglielmi, Roma, Lazio, Italy"
251,43.276451,5.39736,6883,66,"Marseille Rabatau, PACA, France"
252,49.777141,17.541947,2794,31,"Cervena, Moravskoslezsky, Czech Republic"
253,51.236194202135,4.3852236848926,8006,24,"Antwerpen-linkeroever, Belgium"
254,21.5958,109.2256,3433,124,"Niúwěilǐng reservoir, Beihai (北海牛尾岭水库)"
255,25.129167,121.760056,1586,55,"Keelung, Taiwan (基隆)"
256,24.953278,121.221667,1652,35,"Zhongli, Taiwan (中壢)"
257,23.305633,120.31725,1628,74,"Xinying, Taiwan (新營)"
258,38.416663,112.734174,3545,151,Xinzhou (忻州)
259,25.5364,103.8,4434,114,"Tobacco Factory office, Qujing (曲靖烟厂办公区)"
260,30.4663,106.6271,7003,171,"yǒuyì zhōngxué, Guangan (广安友谊中学)"
261,30.8388,106.1087,3630,159,"City Environmental Monitoring Station, Nanchong (南充市环境监测站)"
262,40.254436289786,40.220222682209,4118,26,"Bayburt, Turkey"
263,41.13146,14.78938,10934,-,"via flora, Benevento, Campania, Italy"
264,44.427783966,12.186494827,9414,33,"Zalamella, Emilia Romagna, Italy"
265,52.067748,5.120507,4585,32,"Erzeijstraat, Utrecht"
266,31.821448,117.227271,1497,132,Hefei (合肥)
267,30.691967,111.286471,1530,154,Yichang (宜昌)
268,41.799742,20.909739,10092,91,"Gostivar, Macedonia (Гостивар)"
269,45.7364053,21.2496352,7661,13,"Str. I Bulbuca, Timişoara, Romania"
270,50.054786,21.416256,13039,77,"Dębica-Grottgera-WIOS, Poland"
271,51.756388888889,14.327777777778,6196,29,"Cottbus, Bahnhofstr. v, Germany"
272,24.740644,121.088903,1608,42,"Zhudong, Taiwan (竹東)"
273,37.37605485,121.5817255,559,63,"Mouping EPA, Yantai (烟台牟平区环保局)"
274,46.827732,12.765622,6629,19,"Amlacher Kreuzung, Austria"
275,45.884833332357,0.8985,10076,31,"Saint-Junien centre, France"
276,50.377592104316,4.4247004508363,2998,36,"Marcinelle, Belgium"
277,40.445542,-3.707129,3229,25,"Cuatro Caminos, Madrid, Spain"
278,22.2611,113.574,785,68,"Jídà, Zhuhai (珠海吉大)"
279,35.104672,118.356448,1517,185,Linyi (临沂)
280,39.928501825145,32.91030228138,14820,44,"Mamak Yaygınlaştırma, Turkey"
281,45.01688067,11.07609728,9131,72,"Schivenoglia , Lombardia, Italy"
282,46.316174,4.839994,11943,-,"Macon Paul Bert, France"
283,22.4794,120.4417,12586,157,"Kao-ping/PingTung County/YanZhou, Taiwan"
284,36.01944444,114.5811111,11097,171,"No. 2 Middle School, Anyang County, Anyang (安阳安阳县安阳县瓦店乡二中)"
285,59.340826950283,18.058253681278,10011,8,"Stockholm Sveavägen 59 Gata, Sweden"
286,36.233864730459,-5.6634960942353,9033,37,"Alcornocales, Los Barrios, Spain"
287,37.279635443733,-6.9380763558133,8469,37,"La Orden, Huelva, Spain"
288,42.222449,-8.711088,10027,50,"Lope de Vega, Vigo, Galicia, Spain"
289,51.52105,-0.213492,3194,44,"London N. Kensington, United Kingdom"
290,22.58983,114.14278,14463,62,"东晓子站, Shenzhen (罗湖区 东晓街道)"
291,29.33972,104.7228,9877,164,"青杠林路, Zigong (自贡青杠林路)"
292,40.84146404177,31.138905230939,4121,148,"Duzce, Turkey"
293,48.0857,16.4311,14549,16,"Am Alten Markt - Institutgasse, Austria"
294,50.350563055556,16.322727222222,3718,33,"Polom, Kralovehradecky, Czech Republic"
295,50.122189,14.467578,2711,29,"Pha8-Kobylisy, Prague, Czech Republic"
296,51.404406,19.696956,6487,28,"Piotrków, ul. Krakowskie Przedmieście 13, Poland"
297,45.4321772,7.2343067,9370,-,"Diga, Ceresole Reale, Piemonte, Italy"
298,49.826111111111,8.5169444444444,10866,29,"Riedstadt, Germany"
299,45.420144878552,4.395420752586,3081,78,"Saint-Etienne Sud, France"
300,53.356816,-6.256876,14771,58,"Mountjoy Square, Dublin 1, Ireland"
301,22.5545,114.1063,14214,61,"通心岭子站,  (深圳市通心岭子站)"
302,36.5481,104.1731,7138,59,"dònglì gōngsī, Baiyin (白银动力公司)"
303,47.0302944,21.9545374,6838,-,"Str. Nufărului, Oradea, Romania"
304,48.5786111,16.5805556,2822,7,"Hochbehälter Steinhübel, Austria"
305,48.0217563,12.5392499,6045,25,"Schwimmbadstraße, Trostberg, Germany"
306,22.376491,114.184668,2563,66,"Sha Tin, HongKong (沙田)"
307,23.111847,114.416196,1548,117,Huizhou (惠州)
308,37.86569,27.66461,13917,95,"Germencik, Turkey"
309,43.610386000053,1.4152000002637,12683,81,"Toulouse Port De L Embouchure, France"
310,51.115847,13.667463,10899,27,"Radebeul-Wahnsdorf, Germany"
311,22.6198,114.0261,14447,68,"民治, Shenzhen (龙华区 民治街道)"
312,42.659758,27.720956,11674,-,"Nesebar, Bulgaria"
313,44.796427,20.486154,14572,58,"Beograd Vračar Dom zdravlja, Serbia"
314,46.996826,3.171092,11945,-,"Nevers ISAT, France"
315,50.129447222222,1.6108333333332,5169,-,"Arrest, Picardie, France"
316,51.362818,7.46355,6092,-,"Hagen Graf-von-Galen-Ring, Germany"
317,53.340484030144,-6.3522556396991,13362,59,"Ballyfermot, Dublin 10, Ireland"
318,25.10099651,121.54322965,13255,33,"North/Taipei City/Tianmu, Taiwan"
319,28.6869,115.852,1308,159,"Contruction Industry College, Nanchang (南昌建工学校)"
320,36.3204646,59.4854393,11585,99,"Mash'had Vila, Mashhad, Khorasan  Razavi, Iran (مشهد - ویلا مشهد خراسان رضوی)"
321,44.790166,20.4169,14779,61,"Beograd Ada Marina, Serbia"
322,22.689056,120.332631,1634,99,"Renwu, Taiwan (仁武)"
323,28.97008,118.859457,1447,102,Quzhou (衢州)
324,23.10844,77.511428,11275,183,"Sector-D Industrial Area, Mandideep, India"
325,51.453459,6.86505,6108,28,"Mülheim-Styrum, Germany"
326,25.062361,121.526528,1597,46,"Zhongshan, Taiwan (中山)"
327,23.046944,113.563611,14378,72,"东莞麻涌,  (东莞市东莞麻涌)"
328,23.652132175858,53.70308522441,3776,30,"Municipality Branch office, Bida Zayed, UAE"
329,31.287272,48.716984,13511,-,"Bargh Ahvaz , Ahvaz, Khouzestan, Iran (اهواز- پست برق شماره 3 اهواز خوزستان)"
330,32.536037,35.863945,11420,44,"Al-Hassan Sport City, Irbid, Jordan (ﻣﺪﯾﻨﺔ اﻟﺤﺴﻦ اﻟﺮﯾﺎﺿﯿﺔ/ارﺑﺪ)"
331,58.591516412123,16.177874909141,13985,10,"Norrköping Kungsgatan 32, Sweden"
332,63.419239,10.395945,2663,12,"Elgseter, Trondheim, Norway"
333,24.952786,121.203986,1605,41,"Pingzhen, Taiwan (平鎮)"
334,30.18194444,120.2697222,729,144,"Chengxiang town, Hangzhou (杭州市城厢镇)"
335,30.394527777778,114.88777777778,5407,132,"City government, Ezhou, Hubei (鄂州市政府)"
336,32.4624587,114.0475141,5816,134,"pingqiao fenju, Píngqiáo district, Xinyang (信阳平桥区平桥分局)"
337,36.2126,113.0886,3435,114,"Auditing bureau, Changzhi (长治审计局)"
338,38.74444444,26.83166667,13952,30,"Yenifoça, Turkey"
339,39.677659999472,2.68665,8273,-,"hospital joan march, Baleares, Spain"
340,37.281558180653,-6.8338380741365,8473,38,"Moguer, Spain"
341,53.629443999952,-8.1944439998743,13401,56,"Roscommon Town, Ireland"
342,28.260189,117.069202,7878,112,Yingtan (鹰潭)
